Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
24 Hours to Live,"Action,Sci-Fi,Thriller",5.8,2017,0,93.0,15968,https://www.imdb.com/title/tt5442456/reviews/?ref_=tt_ql_2
Promising Young Woman,"Crime,Drama,Mystery",7.5,2020,0,113.0,207699,https://www.imdb.com/title/tt9620292/reviews/?ref_=tt_ql_2
Love Today,"Comedy,Drama,Romance",8.0,2022,0,154.0,15188,https://www.imdb.com/title/tt22488728/reviews/?ref_=tt_ql_2
American Made,"Action,Comedy,Crime",7.1,2017,0,115.0,205078,https://www.imdb.com/title/tt3532216/reviews/?ref_=tt_ql_2
Colossal,"Comedy,Drama,Fantasy",6.2,2016,0,109.0,68598,https://www.imdb.com/title/tt4680182/reviews/?ref_=tt_ql_2
Kedarnath,"Drama,Romance",6.7,2018,0,116.0,15036,https://www.imdb.com/title/tt7027278/reviews/?ref_=tt_ql_2
The Half of It,"Comedy,Drama",6.9,2020,0,104.0,42737,https://www.imdb.com/title/tt9683478/reviews/?ref_=tt_ql_2
Coming 2 America,"Comedy,Music",5.3,2021,0,110.0,74799,https://www.imdb.com/title/tt6802400/reviews/?ref_=tt_ql_2
Color Out of Space,"Horror,Mystery,Sci-Fi",6.2,2019,0,111.0,55288,https://www.imdb.com/title/tt5073642/reviews/?ref_=tt_ql_2
"Crouching Tiger, Hidden Dragon: Sword of Destiny","Action,Adventure,Drama",6.1,2016,0,96.0,20770,https://www.imdb.com/title/tt2652118/reviews/?ref_=tt_ql_2
Bhediya,"Comedy,Fantasy,Horror",6.8,2022,0,156.0,24395,https://www.imdb.com/title/tt14099334/reviews/?ref_=tt_ql_2
Paterson,"Comedy,Drama,Romance",7.3,2016,0,118.0,88077,
Stuber,"Action,Comedy,Crime",6.2,2019,0,93.0,50985,https://www.imdb.com/title/tt7734218/reviews/?ref_=tt_ql_2
Love Aaj Kal,"Drama,Romance",4.7,2020,0,142.0,10409,
David Attenborough: A Life on Our Planet,"Biography,Documentary",8.9,2020,0,83.0,34285,https://www.imdb.com/title/tt11989890/reviews/?ref_=tt_ql_2
First Kill,"Action,Thriller",5.0,2017,0,97.0,12365,https://www.imdb.com/title/tt5884234/reviews/?ref_=tt_ql_2
A Dog's Way Home,"Adventure,Drama,Family",6.7,2019,0,96.0,19885,https://www.imdb.com/title/tt7616798/reviews/?ref_=tt_ql_2
Mary and the Witch's Flower,"Adventure,Animation,Family",6.8,2017,0,103.0,15869,https://www.imdb.com/title/tt6336356/reviews/?ref_=tt_ql_2
Official Competition,"Comedy,Drama",7.0,2021,0,115.0,14210,https://www.imdb.com/title/tt11700260/reviews/?ref_=tt_ql_2
The Shape of Water,"Drama,Fantasy,Romance",7.3,2017,0,123.0,443781,https://www.imdb.com/title/tt5580390/reviews/?ref_=tt_ql_2
Deadstream,"Comedy,Horror",6.4,2022,0,87.0,16728,https://www.imdb.com/title/tt12788488/reviews/?ref_=tt_ql_2
It's Only the End of the World,Drama,6.8,2016,0,97.0,25013,https://www.imdb.com/title/tt4645368/reviews/?ref_=tt_ql_2
All the Money in the World,"Crime,Drama,History",6.8,2017,0,132.0,90301,https://www.imdb.com/title/tt5294550/reviews/?ref_=tt_ql_2
The Kindergarten Teacher,"Drama,Thriller",6.7,2018,0,96.0,17653,https://www.imdb.com/title/tt6952960/reviews/?ref_=tt_ql_2
Fresh,"Horror,Thriller",6.7,2022,0,114.0,71945,https://www.imdb.com/title/tt13403046/reviews/?ref_=tt_ql_2
Blackmail,"Comedy,Thriller",7.1,2018,0,138.0,11651,https://www.imdb.com/title/tt6972140/reviews/?ref_=tt_ql_2
The Hurricane Heist,"Action,Adventure,Crime",5.1,2018,0,103.0,22172,https://www.imdb.com/title/tt5360952/reviews/?ref_=tt_ql_2
Churchill,"Biography,Drama,History",6.0,2017,0,105.0,15703,
After,"Drama,Romance",5.3,2019,0,105.0,64409,https://www.imdb.com/title/tt4126476/reviews/?ref_=tt_ql_2
47 Meters Down: Uncaged,"Adventure,Drama,Horror",5.0,2019,0,90.0,30418,https://www.imdb.com/title/tt7329656/reviews/?ref_=tt_ql_2
xXx: Return of Xander Cage,"Action,Adventure,Thriller",5.2,2017,0,107.0,96654,https://www.imdb.com/title/tt1293847/reviews/?ref_=tt_ql_2
Thunder Force,"Action,Adventure,Comedy",4.5,2021,0,106.0,45117,https://www.imdb.com/title/tt10121392/reviews/?ref_=tt_ql_2
Sairat,"Drama,Romance",8.3,2016,0,174.0,14693,https://www.imdb.com/title/tt5312232/reviews/?ref_=tt_ql_2
Terrified,Horror,6.5,2017,0,87.0,21498,https://www.imdb.com/title/tt7549892/reviews/?ref_=tt_ql_2
Awake,"Action,Adventure,Drama",4.9,2021,0,96.0,25708,https://www.imdb.com/title/tt10418662/reviews/?ref_=tt_ql_2
Blood Red Sky,"Action,Drama,Horror",6.1,2021,0,121.0,54073,https://www.imdb.com/title/tt6402468/reviews/?ref_=tt_ql_2
Sonic the Hedgehog,"Action,Adventure,Comedy",6.5,2020,0,99.0,156755,https://www.imdb.com/title/tt3794354/reviews/?ref_=tt_ql_2
