Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
American Assassin,"Action,Thriller",6.2,2017,0,111.0,88389,https://www.imdb.com/title/tt1961175/reviews/?ref_=tt_ql_2
Love Hard,"Comedy,Romance",6.3,2021,0,104.0,61048,https://www.imdb.com/title/tt10752004/reviews/?ref_=tt_ql_2
Live by Night,"Action,Crime,Drama",6.4,2016,0,129.0,59532,https://www.imdb.com/title/tt2361317/reviews/?ref_=tt_ql_2
Irresistible,"Comedy,Drama",6.3,2020,0,101.0,23230,https://www.imdb.com/title/tt9076562/reviews/?ref_=tt_ql_2
The Book of Henry,"Crime,Drama,Thriller",6.6,2017,0,105.0,29245,https://www.imdb.com/title/tt4572792/reviews/?ref_=tt_ql_2
Coolie No. 1,"Action,Comedy,Romance",4.2,2020,0,134.0,74137,https://www.imdb.com/title/tt10280276/reviews/?ref_=tt_ql_2
The Kissing Booth 3,"Comedy,Romance",4.8,2021,0,112.0,21302,https://www.imdb.com/title/tt12783454/reviews/?ref_=tt_ql_2
Private Life,"Comedy,Drama",7.2,2018,0,123.0,21826,https://www.imdb.com/title/tt5536610/reviews/?ref_=tt_ql_2
Anyone But You,"Comedy,Romance",6.7,2023,0,103.0,17521,https://www.imdb.com/title/tt26047818/reviews/?ref_=tt_ql_2
The Isle,"Fantasy,Mystery,Thriller",4.9,2018,0,96.0,11463,https://www.imdb.com/title/tt5075662/reviews/?ref_=tt_ql_2
Champions,"Comedy,Drama,Family",7.2,2018,0,124.0,11684,https://www.imdb.com/title/tt6470396/reviews/?ref_=tt_ql_2
Morbius,"Action,Adventure,Horror",5.2,2022,0,104.0,149079,https://www.imdb.com/title/tt5108870/reviews/?ref_=tt_ql_2
Ludo,"Action,Comedy,Crime",7.6,2020,0,150.0,43026,https://www.imdb.com/title/tt7212754/reviews/?ref_=tt_ql_2
Hidden Strike,"Action,Adventure,Comedy",5.3,2023,0,102.0,17767,https://www.imdb.com/title/tt6879446/reviews/?ref_=tt_ql_2
Behind the Curve,Documentary,6.5,2018,0,96.0,10671,https://www.imdb.com/title/tt8132700/reviews/?ref_=tt_ql_2
Beavis and Butt-Head Do the Universe,"Animation,Comedy,Sci-Fi",7.0,2022,0,87.0,13035,https://www.imdb.com/title/tt14145426/reviews/?ref_=tt_ql_2
Deerskin,"Comedy,Horror",6.6,2019,0,77.0,11424,https://www.imdb.com/title/tt8193790/reviews/?ref_=tt_ql_2
Errementari,"Fantasy,Horror",6.4,2017,0,98.0,13346,https://www.imdb.com/title/tt5592878/reviews/?ref_=tt_ql_2
Skin,"Biography,Crime,Drama",6.8,2018,0,118.0,18402,https://www.imdb.com/title/tt6043142/reviews/?ref_=tt_ql_2
C'est la vie!,"Comedy,Drama,Romance",6.8,2017,0,117.0,11887,https://www.imdb.com/title/tt5699154/reviews/?ref_=tt_ql_2
Firebird,"Biography,Drama,Romance",7.1,2021,0,107.0,12395,https://www.imdb.com/title/tt4061620/reviews/?ref_=tt_ql_2
Antebellum,"Drama,Horror,Mystery",5.8,2020,0,105.0,29477,https://www.imdb.com/title/tt10065694/reviews/?ref_=tt_ql_2
Rye Lane,"Comedy,Drama,Romance",7.2,2023,0,82.0,11630,https://www.imdb.com/title/tt15893750/reviews/?ref_=tt_ql_2
Disobedience,Drama,6.6,2017,0,114.0,35443,https://www.imdb.com/title/tt6108178/reviews/?ref_=tt_ql_2
The Darkest Minds,"Action,Adventure,Drama",5.7,2018,0,104.0,35762,https://www.imdb.com/title/tt4073790/reviews/?ref_=tt_ql_2
Black Bear,"Comedy,Drama",6.5,2020,0,104.0,15748,https://www.imdb.com/title/tt9601220/reviews/?ref_=tt_ql_2
