Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Gantz: O,"Action,Animation,Drama",7.1,2016,0,95.0,16542,https://www.imdb.com/title/tt5923962/reviews/?ref_=tt_ql_2
Nerve,"Action,Adventure,Crime",6.5,2016,0,96.0,139274,https://www.imdb.com/title/tt3531824/reviews/?ref_=tt_ql_2
Mid90s,"Comedy,Drama",7.3,2018,0,85.0,76477,https://www.imdb.com/title/tt5613484/reviews/?ref_=tt_ql_2
Mortal World,"Action,Comedy,Crime",7.6,2018,0,107.0,30742,https://www.imdb.com/title/tt7748244/reviews/?ref_=tt_ql_2
Superintelligence,"Action,Comedy,Romance",5.4,2020,0,106.0,13092,https://www.imdb.com/title/tt7178640/reviews/?ref_=tt_ql_2
The Suicide Squad,"Action,Adventure,Comedy",7.2,2021,0,132.0,401472,https://www.imdb.com/title/tt6334354/reviews/?ref_=tt_ql_2
Shaft,"Action,Comedy,Crime",6.4,2019,0,111.0,58204,https://www.imdb.com/title/tt4463894/reviews/?ref_=tt_ql_2
Lamb,"Drama,Fantasy,Horror",6.3,2021,0,106.0,37086,https://www.imdb.com/title/tt9812474/reviews/?ref_=tt_ql_2
Playing with Fire,"Comedy,Family",5.1,2019,0,96.0,16031,https://www.imdb.com/title/tt9587732/reviews/?ref_=tt_ql_2
Happening,Drama,7.4,2021,0,100.0,11131,https://www.imdb.com/title/tt13880104/reviews/?ref_=tt_ql_2
The Laundromat,"Comedy,Crime,Drama",6.3,2019,0,96.0,54500,https://www.imdb.com/title/tt5865326/reviews/?ref_=tt_ql_2
A Monster Calls,"Adventure,Drama,Family",7.4,2016,0,108.0,93125,https://www.imdb.com/title/tt3416532/reviews/?ref_=tt_ql_2
Marauders,"Action,Crime,Thriller",5.5,2016,0,107.0,23690,
Khaali Peeli,"Action,Comedy,Romance",2.5,2020,0,119.0,10070,https://www.imdb.com/title/tt10885444/reviews/?ref_=tt_ql_2
Nitram,"Crime,Drama,Thriller",7.1,2021,0,112.0,10001,https://www.imdb.com/title/tt13694628/reviews/?ref_=tt_ql_2
