Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
The Lego Ninjago Movie,"Action,Adventure,Animation",6.0,2017,0,101.0,29531,https://www.imdb.com/title/tt3014284/reviews/?ref_=tt_ql_2
The Specials,"Comedy,Drama",7.4,2019,0,114.0,10944,https://www.imdb.com/title/tt8655470/reviews/?ref_=tt_ql_2
The Hollars,"Comedy,Drama,Romance",6.6,2016,0,88.0,14284,https://www.imdb.com/title/tt3714720/reviews/?ref_=tt_ql_2
Rashmi Rocket,"Drama,Sport",7.3,2021,0,129.0,12533,https://www.imdb.com/title/tt10895556/reviews/?ref_=tt_ql_2
MobKing,"Drama,Thriller",6.8,2023,0,,11469,https://www.imdb.com/title/tt13586204/reviews/?ref_=tt_ql_2
The Secret Life of Pets,"Adventure,Animation,Comedy",6.5,2016,0,87.0,215290,https://www.imdb.com/title/tt2709768/reviews/?ref_=tt_ql_2
2.0,"Action,Sci-Fi,Thriller",6.0,2018,0,148.0,26843,https://www.imdb.com/title/tt5080556/reviews/?ref_=tt_ql_2
Arkansas,"Action,Crime,Mystery",6.0,2020,0,117.0,14654,https://www.imdb.com/title/tt9139586/reviews/?ref_=tt_ql_2
Tár,"Drama,Music",7.4,2022,0,158.0,90804,https://www.imdb.com/title/tt14444726/reviews/?ref_=tt_ql_2
See How They Run,"Comedy,Crime,Mystery",6.5,2022,0,98.0,62902,https://www.imdb.com/title/tt13640696/reviews/?ref_=tt_ql_2
Below Zero,"Action,Drama,Thriller",6.2,2021,0,106.0,21325,https://www.imdb.com/title/tt9845564/reviews/?ref_=tt_ql_2
Chhapaak,"Biography,Drama",5.4,2020,0,120.0,27674,https://www.imdb.com/title/tt9614460/reviews/?ref_=tt_ql_2
Everybody Wants Some!!,Comedy,6.9,2016,0,117.0,58109,https://www.imdb.com/title/tt2937696/reviews/?ref_=tt_ql_2
Escape from Pretoria,"Biography,Crime,Mystery",6.8,2020,0,106.0,42764,https://www.imdb.com/title/tt5797184/reviews/?ref_=tt_ql_2
The Conference,"Comedy,Horror,Mystery",5.7,2023,0,100.0,10607,https://www.imdb.com/title/tt26547864/reviews/?ref_=tt_ql_2
