Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
A Private War,"Biography,Drama,War",6.7,2018,0,110.0,20832,https://www.imdb.com/title/tt2368254/reviews/?ref_=tt_ql_2
Jersey,"Drama,Sport",7.3,2022,0,170.0,14293,https://www.imdb.com/title/tt5301942/reviews/?ref_=tt_ql_2
A Hero,Drama,7.5,2021,0,127.0,28991,https://www.imdb.com/title/tt11777738/reviews/?ref_=tt_ql_2
Cats,"Comedy,Drama,Family",2.8,2019,0,110.0,55414,https://www.imdb.com/title/tt5697572/reviews/?ref_=tt_ql_2
Munich: The Edge of War,"Biography,Drama,History",6.8,2021,0,130.0,35391,https://www.imdb.com/title/tt7475578/reviews/?ref_=tt_ql_2
Come Play,"Drama,Horror,Mystery",5.8,2020,0,96.0,17829,https://www.imdb.com/title/tt8004664/reviews/?ref_=tt_ql_2
Can You Ever Forgive Me?,"Biography,Comedy,Crime",7.1,2018,0,106.0,55770,https://www.imdb.com/title/tt4595882/reviews/?ref_=tt_ql_2
Mank,"Biography,Comedy,Drama",6.8,2020,0,131.0,81914,https://www.imdb.com/title/tt10618286/reviews/?ref_=tt_ql_2
Becky,"Action,Crime,Drama",6.0,2020,0,93.0,24024,
Prospect,"Adventure,Drama,Sci-Fi",6.3,2018,0,100.0,33636,https://www.imdb.com/title/tt7946422/reviews/?ref_=tt_ql_2
Rambo: Last Blood,"Action,Crime,Thriller",6.1,2019,0,89.0,108253,https://www.imdb.com/title/tt1206885/reviews/?ref_=tt_ql_2
The Zone of Interest,"Drama,History,War",7.9,2023,0,105.0,11985,https://www.imdb.com/title/tt7160372/reviews/?ref_=tt_ql_2
Ben-Hur,"Action,Adventure,Drama",5.7,2016,0,123.0,46432,https://www.imdb.com/title/tt2638144/reviews/?ref_=tt_ql_2
