Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Otherhood,Comedy,6.1,2019,0,100.0,12328,https://www.imdb.com/title/tt4180560/reviews/?ref_=tt_ql_2
Cinderella,"Comedy,Family,Fantasy",4.4,2021,0,112.0,45981,https://www.imdb.com/title/tt10155932/reviews/?ref_=tt_ql_2
Atomic Blonde,"Action,Thriller",6.7,2017,0,115.0,204937,https://www.imdb.com/title/tt2406566/reviews/?ref_=tt_ql_2
I Still Believe,"Biography,Drama,Music",6.5,2020,0,116.0,13422,
"Good Luck to You, Leo Grande","Comedy,Drama",7.2,2022,0,97.0,35955,https://www.imdb.com/title/tt13352968/reviews/?ref_=tt_ql_2
Fisherman's Friends,"Comedy,Drama,Music",7.0,2019,0,112.0,11193,https://www.imdb.com/title/tt1648186/reviews/?ref_=tt_ql_2
The Dry,"Crime,Drama,Mystery",6.9,2020,0,117.0,31978,https://www.imdb.com/title/tt5144174/reviews/?ref_=tt_ql_2
"Roman J. Israel, Esq.","Crime,Drama,Thriller",6.5,2017,0,122.0,42723,https://www.imdb.com/title/tt6000478/reviews/?ref_=tt_ql_2
The Beasts,"Drama,Thriller",7.5,2022,0,137.0,16844,https://www.imdb.com/title/tt15006566/reviews/?ref_=tt_ql_2
The Occupant,"Drama,Thriller",6.4,2020,0,103.0,19597,https://www.imdb.com/title/tt9345754/reviews/?ref_=tt_ql_2
The Ice Age Adventures of Buck Wild,"Adventure,Animation,Comedy",4.3,2022,0,82.0,16175,https://www.imdb.com/title/tt13634480/reviews/?ref_=tt_ql_2
The Magnificent Seven,"Action,Adventure,Drama",6.9,2016,0,132.0,226327,https://www.imdb.com/title/tt2404435/reviews/?ref_=tt_ql_2
Boston Strangler,"Crime,Drama,History",6.5,2023,0,112.0,31791,https://www.imdb.com/title/tt2560078/reviews/?ref_=tt_ql_2
The Bombardment,"Drama,History,War",7.3,2021,0,107.0,16285,https://www.imdb.com/title/tt9170516/reviews/?ref_=tt_ql_2
