Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
The Platform,"Horror,Sci-Fi,Thriller",7.0,2019,0,94.0,265775,https://www.imdb.com/title/tt8228288/reviews/?ref_=tt_ql_2
Pirates of the Caribbean: Dead Men Tell No Tales,"Action,Adventure,Fantasy",6.5,2017,0,129.0,340687,https://www.imdb.com/title/tt1790809/reviews/?ref_=tt_ql_2
Downsizing,"Drama,Fantasy,Sci-Fi",5.8,2017,0,135.0,122084,https://www.imdb.com/title/tt1389072/reviews/?ref_=tt_ql_2
Candyman,"Horror,Thriller",5.9,2021,0,91.0,74825,https://www.imdb.com/title/tt9347730/reviews/?ref_=tt_ql_2
The Guilty,"Crime,Drama,Thriller",7.5,2018,0,85.0,63771,https://www.imdb.com/title/tt6742252/reviews/?ref_=tt_ql_2
Holmes & Watson,"Comedy,Crime,Mystery",3.9,2018,0,90.0,38965,https://www.imdb.com/title/tt1255919/reviews/?ref_=tt_ql_2
Three Thousand Years of Longing,"Drama,Fantasy,Romance",6.7,2022,0,108.0,58577,https://www.imdb.com/title/tt9198364/reviews/?ref_=tt_ql_2
Empire of Light,"Drama,Romance",6.6,2022,0,115.0,23303,https://www.imdb.com/title/tt14402146/reviews/?ref_=tt_ql_2
The Munsters,"Comedy,Family,Fantasy",4.5,2022,0,109.0,11310,https://www.imdb.com/title/tt14813212/reviews/?ref_=tt_ql_2
Three Identical Strangers,"Biography,Documentary,Drama",7.6,2018,0,96.0,38656,https://www.imdb.com/title/tt7664504/reviews/?ref_=tt_ql_2
The Nightingale,"Adventure,Drama,Thriller",7.3,2018,0,136.0,34910,https://www.imdb.com/title/tt4068576/reviews/?ref_=tt_ql_2
Borg vs. McEnroe,"Biography,Drama,Sport",6.9,2017,0,107.0,34165,https://www.imdb.com/title/tt5727282/reviews/?ref_=tt_ql_2
Escape Room: Tournament of Champions,"Action,Adventure,Horror",5.7,2021,0,88.0,58378,https://www.imdb.com/title/tt9844522/reviews/?ref_=tt_ql_2
Cold Pursuit,"Action,Comedy,Crime",6.2,2019,0,119.0,77232,https://www.imdb.com/title/tt5719748/reviews/?ref_=tt_ql_2
The High Note,"Drama,Music,Romance",6.4,2020,0,113.0,13241,https://www.imdb.com/title/tt9308382/reviews/?ref_=tt_ql_2
Spree,"Comedy,Crime,Horror",5.9,2020,0,93.0,16334,https://www.imdb.com/title/tt11394332/reviews/?ref_=tt_ql_2
Extraction,"Action,Thriller",6.8,2020,0,116.0,258872,https://www.imdb.com/title/tt8936646/reviews/?ref_=tt_ql_2
Patti Cake$,"Drama,Music",6.8,2017,0,109.0,10502,https://www.imdb.com/title/tt6288250/reviews/?ref_=tt_ql_2
Cuck,"Crime,Drama,Thriller",4.7,2019,0,115.0,13557,https://www.imdb.com/title/tt8195518/reviews/?ref_=tt_ql_2
Angel Has Fallen,"Action,Thriller",6.4,2019,0,121.0,108830,https://www.imdb.com/title/tt6189022/reviews/?ref_=tt_ql_2
Tell Me Who I Am,"Documentary,Drama,Mystery",7.6,2019,0,86.0,16381,https://www.imdb.com/title/tt10915286/reviews/?ref_=tt_ql_2
Psycho Raman,"Crime,Drama,Thriller",7.3,2016,0,133.0,15816,https://www.imdb.com/title/tt5662932/reviews/?ref_=tt_ql_2
Papillon,"Adventure,Biography,Crime",7.2,2017,0,133.0,84332,https://www.imdb.com/title/tt5093026/reviews/?ref_=tt_ql_2
A Quiet Place Part II,"Drama,Horror,Sci-Fi",7.2,2020,0,97.0,267137,https://www.imdb.com/title/tt8332922/reviews/?ref_=tt_ql_2
Graduation,"Crime,Drama",7.3,2016,0,128.0,14631,https://www.imdb.com/title/tt4936450/reviews/?ref_=tt_ql_2
Miracles from Heaven,"Biography,Drama,Family",7.1,2016,0,109.0,28021,https://www.imdb.com/title/tt4257926/reviews/?ref_=tt_ql_2
The Banker,"Biography,Drama",7.3,2020,0,120.0,34543,https://www.imdb.com/title/tt6285944/reviews/?ref_=tt_ql_2
Reign of the Supermen,"Action,Adventure,Animation",6.8,2019,0,87.0,18027,https://www.imdb.com/title/tt7167686/reviews/?ref_=tt_ql_2
The Tashkent Files,"Drama,Mystery,Thriller",8.1,2019,0,134.0,35819,https://www.imdb.com/title/tt8108268/reviews/?ref_=tt_ql_2
iBoy,"Action,Crime,Sci-Fi",5.9,2017,0,90.0,24232,https://www.imdb.com/title/tt3171832/reviews/?ref_=tt_ql_2
Dune: Part One,"Action,Adventure,Drama",8.0,2021,0,155.0,753681,https://www.imdb.com/title/tt1160419/reviews/?ref_=tt_ql_2
Film Stars Don't Die in Liverpool,"Biography,Drama,Romance",6.7,2017,0,105.0,10636,https://www.imdb.com/title/tt5711148/reviews/?ref_=tt_ql_2
The Bar,"Horror,Thriller",6.3,2017,0,102.0,28734,https://www.imdb.com/title/tt5121816/reviews/?ref_=tt_ql_2
Dark Waters,"Biography,Drama,History",7.6,2019,0,126.0,99388,https://www.imdb.com/title/tt9071322/reviews/?ref_=tt_ql_2
The Domestics,"Action,Horror,Sci-Fi",5.7,2018,0,95.0,10552,https://www.imdb.com/title/tt5591666/reviews/?ref_=tt_ql_2
Ash Is Purest White,"Crime,Drama,Romance",7.0,2018,0,136.0,10486,https://www.imdb.com/title/tt7298400/reviews/?ref_=tt_ql_2
Marighella,"Action,Drama,History",7.1,2019,0,155.0,55939,https://www.imdb.com/title/tt7825208/reviews/?ref_=tt_ql_2
Malevolent,"Horror,Mystery,Thriller",4.8,2018,0,89.0,16805,https://www.imdb.com/title/tt2386237/reviews/?ref_=tt_ql_2
Tom & Jerry,"Adventure,Animation,Comedy",5.3,2021,0,101.0,39269,https://www.imdb.com/title/tt1361336/reviews/?ref_=tt_ql_2
Dasvi,"Comedy,Drama",7.4,2022,0,125.0,56453,https://www.imdb.com/title/tt14107554/reviews/?ref_=tt_ql_2
The Black Phone,"Horror,Mystery,Thriller",6.9,2021,0,103.0,187130,https://www.imdb.com/title/tt7144666/reviews/?ref_=tt_ql_2
Red Dot,"Drama,Horror,Thriller",5.5,2021,0,86.0,14614,https://www.imdb.com/title/tt11307814/reviews/?ref_=tt_ql_2
How to Be a Latin Lover,"Comedy,Drama",6.0,2017,0,115.0,17365,https://www.imdb.com/title/tt4795124/reviews/?ref_=tt_ql_2
Peranbu,"Drama,Family",8.7,2018,0,147.0,16558,https://www.imdb.com/title/tt7738784/reviews/?ref_=tt_ql_2
Triple 9,"Action,Crime,Drama",6.3,2016,0,115.0,76415,
I'm Your Man,"Comedy,Drama,Romance",7.0,2021,0,108.0,12246,https://www.imdb.com/title/tt13087796/reviews/?ref_=tt_ql_2
No Exit,"Drama,Mystery,Thriller",6.1,2022,0,95.0,31701,https://www.imdb.com/title/tt7550014/reviews/?ref_=tt_ql_2
Lost Bullet,"Action,Crime,Thriller",6.3,2020,0,92.0,13984,https://www.imdb.com/title/tt10456740/reviews/?ref_=tt_ql_2
Game Night,"Action,Adventure,Comedy",6.9,2018,0,100.0,253189,https://www.imdb.com/title/tt2704998/reviews/?ref_=tt_ql_2
Leatherface,"Crime,Horror,Thriller",5.0,2017,0,90.0,27459,https://www.imdb.com/title/tt2620590/reviews/?ref_=tt_ql_2
