Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
My Policeman,"Drama,Romance",6.5,2022,0,113.0,21693,https://www.imdb.com/title/tt13139228/reviews/?ref_=tt_ql_2
Baby Driver,"Action,Crime,Drama",7.5,2017,0,113.0,599039,https://www.imdb.com/title/tt3890160/reviews/?ref_=tt_ql_2
Bushwick,"Action,Thriller",5.2,2017,0,94.0,13795,https://www.imdb.com/title/tt4720702/reviews/?ref_=tt_ql_2
Retribution,"Action,Thriller",5.3,2023,0,91.0,17057,https://www.imdb.com/title/tt6906292/reviews/?ref_=tt_ql_2
Deepwater Horizon,"Action,Drama,History",7.1,2016,0,107.0,180171,https://www.imdb.com/title/tt1860357/reviews/?ref_=tt_ql_2
Sherni,"Action,Adventure,Drama",6.8,2021,0,131.0,11510,https://www.imdb.com/title/tt10741542/reviews/?ref_=tt_ql_2
The Wolf's Call,"Action,Thriller",6.9,2019,0,115.0,20538,https://www.imdb.com/title/tt7458762/reviews/?ref_=tt_ql_2
Along With the Gods: The Two Worlds,"Action,Adventure,Drama",7.2,2017,0,139.0,18848,https://www.imdb.com/title/tt7160070/reviews/?ref_=tt_ql_2
My Octopus Teacher,Documentary,8.1,2020,0,85.0,62338,https://www.imdb.com/title/tt12888462/reviews/?ref_=tt_ql_2
Val,"Biography,Documentary",7.6,2021,0,109.0,14181,
Finding Dory,"Adventure,Animation,Comedy",7.2,2016,0,97.0,299547,https://www.imdb.com/title/tt2277860/reviews/?ref_=tt_ql_2
Ride Along 2,"Action,Comedy,Crime",5.9,2016,0,102.0,62552,https://www.imdb.com/title/tt2869728/reviews/?ref_=tt_ql_2
Yashoda,"Action,Crime,Sci-Fi",6.6,2022,0,135.0,11766,https://www.imdb.com/title/tt15710136/reviews/?ref_=tt_ql_2
Kung Fu Yoga,"Action,Adventure,Comedy",5.2,2017,0,107.0,11208,https://www.imdb.com/title/tt4217392/reviews/?ref_=tt_ql_2
No One Will Save You,"Horror,Sci-Fi,Thriller",6.3,2023,0,93.0,61087,https://www.imdb.com/title/tt14509110/reviews/?ref_=tt_ql_2
Mine 9,"Drama,Thriller",6.0,2019,0,83.0,11886,https://www.imdb.com/title/tt3517870/reviews/?ref_=tt_ql_2
Hotel Transylvania 4: Transformania,"Adventure,Animation,Comedy",6.0,2022,0,87.0,38064,https://www.imdb.com/title/tt9848626/reviews/?ref_=tt_ql_2
Personal Shopper,"Mystery,Thriller",6.1,2016,0,105.0,42840,https://www.imdb.com/title/tt4714782/reviews/?ref_=tt_ql_2
Housefull 3,"Action,Comedy,Romance",4.9,2016,0,140.0,10508,https://www.imdb.com/title/tt4559046/reviews/?ref_=tt_ql_2
Cruella,"Adventure,Comedy,Crime",7.3,2021,0,134.0,261403,https://www.imdb.com/title/tt3228774/reviews/?ref_=tt_ql_2
The Good Nurse,"Biography,Crime,Drama",6.8,2022,0,121.0,77808,https://www.imdb.com/title/tt4273800/reviews/?ref_=tt_ql_2
Through My Window,"Comedy,Drama,Romance",5.5,2022,0,116.0,16677,https://www.imdb.com/title/tt14463484/reviews/?ref_=tt_ql_2
The Party,"Comedy,Drama",6.5,2017,0,71.0,20626,https://www.imdb.com/title/tt5814592/reviews/?ref_=tt_ql_2
The Call,"Crime,Horror,Mystery",7.1,2020,0,112.0,42370,https://www.imdb.com/title/tt10530176/reviews/?ref_=tt_ql_2
The 15:17 to Paris,"Biography,Drama,Thriller",5.3,2018,0,94.0,35341,https://www.imdb.com/title/tt6802308/reviews/?ref_=tt_ql_2
Society of the Snow,"Adventure,Drama,History",7.9,2023,0,144.0,88844,https://www.imdb.com/title/tt16277242/reviews/?ref_=tt_ql_2
The Jungle Book,"Action,Adventure,Animation",7.4,2016,0,106.0,290201,https://www.imdb.com/title/tt3040964/reviews/?ref_=tt_ql_2
Fatman,"Action,Adventure,Comedy",5.9,2020,0,100.0,29852,https://www.imdb.com/title/tt10310140/reviews/?ref_=tt_ql_2
Boiling Point,"Drama,Thriller",7.5,2021,0,92.0,40582,https://www.imdb.com/title/tt11127680/reviews/?ref_=tt_ql_2
Jayeshbhai Jordaar,"Comedy,Drama",6.0,2022,0,121.0,43926,https://www.imdb.com/title/tt10393870/reviews/?ref_=tt_ql_2
The Brothers Grimsby,"Action,Adventure,Comedy",6.2,2016,0,83.0,110109,https://www.imdb.com/title/tt3381008/reviews/?ref_=tt_ql_2
The Boys in the Band,Drama,6.8,2020,0,121.0,17748,https://www.imdb.com/title/tt10199914/reviews/?ref_=tt_ql_2
Dream Girl 2,"Comedy,Drama,Romance",5.2,2023,0,134.0,11057,https://www.imdb.com/title/tt22086334/reviews/?ref_=tt_ql_2
The Whale,Drama,7.7,2022,0,117.0,201995,https://www.imdb.com/title/tt13833688/reviews/?ref_=tt_ql_2
Jungle Cruise,"Action,Adventure,Comedy",6.6,2021,0,127.0,210126,https://www.imdb.com/title/tt0870154/reviews/?ref_=tt_ql_2
Operation Fortune: Ruse de Guerre,"Action,Comedy,Thriller",6.3,2023,0,114.0,81428,https://www.imdb.com/title/tt7985704/reviews/?ref_=tt_ql_2
