Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
We Summon the Darkness,"Horror,Music,Thriller",5.2,2019,0,91.0,11745,https://www.imdb.com/title/tt8058874/reviews/?ref_=tt_ql_2
The Lost City,"Action,Adventure,Comedy",6.1,2022,0,112.0,153832,https://www.imdb.com/title/tt13320622/reviews/?ref_=tt_ql_2
Father of the Year,Comedy,5.2,2018,0,94.0,12508,https://www.imdb.com/title/tt7256866/reviews/?ref_=tt_ql_2
Pyewacket,"Drama,Horror,Mystery",5.8,2017,0,88.0,11085,https://www.imdb.com/title/tt5119116/reviews/?ref_=tt_ql_2
The Coldest Game,"History,Sport,Thriller",6.2,2019,0,102.0,12402,https://www.imdb.com/title/tt6445414/reviews/?ref_=tt_ql_2
Cha Cha Real Smooth,"Comedy,Drama",7.3,2022,0,107.0,25745,https://www.imdb.com/title/tt14376344/reviews/?ref_=tt_ql_2
Selfiee,"Action,Comedy,Drama",5.7,2023,0,148.0,13166,https://www.imdb.com/title/tt15516726/reviews/?ref_=tt_ql_2
Alien: Covenant,"Horror,Sci-Fi,Thriller",6.4,2017,0,122.0,300657,https://www.imdb.com/title/tt2316204/reviews/?ref_=tt_ql_2
120 BPM,Drama,7.4,2017,0,143.0,16605,https://www.imdb.com/title/tt6135348/reviews/?ref_=tt_ql_2
Berlin Syndrome,"Drama,Horror,Mystery",6.3,2017,0,116.0,27354,https://www.imdb.com/title/tt3335606/reviews/?ref_=tt_ql_2
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"Action,Adventure,Animation",7.5,2023,0,110.0,10386,https://www.imdb.com/title/tt26537229/reviews/?ref_=tt_ql_2
Flamin' Hot,"Biography,Drama,History",6.8,2023,0,99.0,15024,https://www.imdb.com/title/tt8105234/reviews/?ref_=tt_ql_2
American Honey,"Adventure,Drama,Romance",7.0,2016,0,163.0,46052,https://www.imdb.com/title/tt3721936/reviews/?ref_=tt_ql_2
The Post,"Biography,Drama,History",7.2,2017,0,116.0,160772,https://www.imdb.com/title/tt6294822/reviews/?ref_=tt_ql_2
Den of Thieves,"Action,Crime,Drama",7.0,2018,0,140.0,122161,https://www.imdb.com/title/tt1259528/reviews/?ref_=tt_ql_2
Jackass Forever,"Action,Comedy,Documentary",6.8,2022,0,96.0,51147,
Leaving Neverland,Documentary,7.0,2019,0,240.0,30918,https://www.imdb.com/title/tt9573980/reviews/?ref_=tt_ql_2
The Quake,"Action,Drama,Thriller",6.2,2018,0,106.0,14262,https://www.imdb.com/title/tt6523720/reviews/?ref_=tt_ql_2
Dil Bechara,"Comedy,Drama,Romance",8.3,2020,0,101.0,134370,https://www.imdb.com/title/tt8110330/reviews/?ref_=tt_ql_2
The Princess Switch,"Comedy,Drama,Family",6.1,2018,0,101.0,31162,https://www.imdb.com/title/tt8954732/reviews/?ref_=tt_ql_2
The Devil All the Time,"Crime,Drama,Thriller",7.1,2020,0,138.0,150547,https://www.imdb.com/title/tt7395114/reviews/?ref_=tt_ql_2
Whitney Houston: I Wanna Dance with Somebody,"Biography,Drama,Music",6.6,2022,0,144.0,22175,https://www.imdb.com/title/tt12193804/reviews/?ref_=tt_ql_2
Stree,"Comedy,Horror",7.5,2018,0,128.0,38042,https://www.imdb.com/title/tt8108202/reviews/?ref_=tt_ql_2
Norm of the North,"Adventure,Animation,Comedy",3.4,2016,0,88.0,10110,https://www.imdb.com/title/tt1594972/reviews/?ref_=tt_ql_2
DC League of Super-Pets,"Action,Adventure,Animation",7.1,2022,0,105.0,74574,https://www.imdb.com/title/tt8912936/reviews/?ref_=tt_ql_2
Choose or Die,"Drama,Horror,Thriller",4.8,2022,0,84.0,25425,https://www.imdb.com/title/tt11514780/reviews/?ref_=tt_ql_2
Vakeel Saab,"Action,Crime,Drama",6.9,2021,0,153.0,12308,https://www.imdb.com/title/tt8269248/reviews/?ref_=tt_ql_2
Chemical Hearts,"Drama,Romance",6.3,2020,0,93.0,16013,
Life,"Horror,Sci-Fi,Thriller",6.6,2017,0,104.0,249551,https://www.imdb.com/title/tt5442430/reviews/?ref_=tt_ql_2
Radius,"Drama,Horror,Mystery",6.3,2017,0,93.0,19285,https://www.imdb.com/title/tt6097798/reviews/?ref_=tt_ql_2
Fifty Shades Freed,"Drama,Mystery,Romance",4.5,2018,0,105.0,72805,https://www.imdb.com/title/tt4477536/reviews/?ref_=tt_ql_2
Velvet Buzzsaw,"Horror,Mystery,Thriller",5.7,2019,0,113.0,65507,https://www.imdb.com/title/tt7043012/reviews/?ref_=tt_ql_2
Tesla,"Biography,Drama",5.1,2020,0,102.0,10261,https://www.imdb.com/title/tt5259822/reviews/?ref_=tt_ql_2
A Street Cat Named Bob,"Biography,Drama,Family",7.3,2016,0,103.0,33417,https://www.imdb.com/title/tt3606888/reviews/?ref_=tt_ql_2
