Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Destination Wedding,"Comedy,Drama,Romance",6.0,2018,0,87.0,33051,https://www.imdb.com/title/tt6987770/reviews/?ref_=tt_ql_2
The Insult,"Crime,Drama,Thriller",7.6,2017,0,113.0,17948,https://www.imdb.com/title/tt7048622/reviews/?ref_=tt_ql_2
Assassination Nation,"Action,Comedy,Crime",6.0,2018,0,108.0,21477,https://www.imdb.com/title/tt6205872/reviews/?ref_=tt_ql_2
The Hummingbird Project,"Drama,Thriller",6.2,2018,0,111.0,16119,https://www.imdb.com/title/tt6866224/reviews/?ref_=tt_ql_2
Ip Man 4: The Finale,"Action,Biography,Drama",7.0,2019,0,107.0,36222,https://www.imdb.com/title/tt2076298/reviews/?ref_=tt_ql_2
Gold,"Biography,Crime,Drama",6.7,2016,0,120.0,68620,
A Dark Song,"Drama,Fantasy,Horror",6.2,2016,0,100.0,20909,https://www.imdb.com/title/tt4805316/reviews/?ref_=tt_ql_2
Jagga Jasoos,"Action,Adventure,Comedy",6.4,2017,0,161.0,11468,https://www.imdb.com/title/tt4129428/reviews/?ref_=tt_ql_2
Fauci,"Biography,Documentary,History",6.5,2021,0,104.0,12758,https://www.imdb.com/title/tt13984924/reviews/?ref_=tt_ql_2
Good Newwz,"Comedy,Drama",6.8,2019,0,134.0,21815,https://www.imdb.com/title/tt8504014/reviews/?ref_=tt_ql_2
Togo,"Adventure,Biography,Drama",7.9,2019,0,113.0,55046,https://www.imdb.com/title/tt5116302/reviews/?ref_=tt_ql_2
The Cloverfield Paradox,"Action,Horror,Sci-Fi",5.5,2018,0,102.0,112083,https://www.imdb.com/title/tt2548396/reviews/?ref_=tt_ql_2
The Hunger Games: The Ballad of Songbirds & Snakes,"Action,Adventure,Drama",6.8,2023,0,157.0,94191,https://www.imdb.com/title/tt10545296/reviews/?ref_=tt_ql_2
Elemental,"Adventure,Animation,Comedy",7.0,2023,0,101.0,115569,https://www.imdb.com/title/tt15789038/reviews/?ref_=tt_ql_2
The Guernsey Literary and Potato Peel Pie Society,"Drama,Romance,War",7.3,2018,0,124.0,51877,https://www.imdb.com/title/tt1289403/reviews/?ref_=tt_ql_2
Lust Stories 2,"Drama,Romance",6.0,2023,0,132.0,51110,https://www.imdb.com/title/tt27989067/reviews/?ref_=tt_ql_2
Buster's Mal Heart,"Crime,Drama,Mystery",6.1,2016,0,96.0,11579,https://www.imdb.com/title/tt5173032/reviews/?ref_=tt_ql_2
Minamata,Drama,7.2,2020,0,115.0,22662,https://www.imdb.com/title/tt9179096/reviews/?ref_=tt_ql_2
Perfect Days,Drama,7.9,2023,0,123.0,10439,https://www.imdb.com/title/tt27503384/reviews/?ref_=tt_ql_2
A Whisker Away,"Adventure,Animation,Drama",6.7,2020,0,104.0,13430,https://www.imdb.com/title/tt11958344/reviews/?ref_=tt_ql_2
The Willoughbys,"Adventure,Animation,Comedy",6.4,2020,0,90.0,21288,https://www.imdb.com/title/tt5206260/reviews/?ref_=tt_ql_2
Let It Snow,"Comedy,Romance",5.8,2019,0,92.0,24803,https://www.imdb.com/title/tt1950235/reviews/?ref_=tt_ql_2
Umma,"Drama,Horror,Mystery",4.7,2022,0,83.0,10289,https://www.imdb.com/title/tt13235822/reviews/?ref_=tt_ql_2
Angel of Mine,"Drama,Mystery,Thriller",6.3,2019,0,98.0,12071,https://www.imdb.com/title/tt7058080/reviews/?ref_=tt_ql_2
Brahms: The Boy II,"Drama,Horror,Mystery",4.7,2020,0,86.0,20254,https://www.imdb.com/title/tt9173418/reviews/?ref_=tt_ql_2
The Girl on the Train,"Crime,Drama,Mystery",6.5,2016,0,112.0,197818,https://www.imdb.com/title/tt3631112/reviews/?ref_=tt_ql_2
The Banshees of Inisherin,"Comedy,Drama",7.7,2022,0,114.0,245171,https://www.imdb.com/title/tt11813216/reviews/?ref_=tt_ql_2
