Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Being the Ricardos,"Biography,Drama",6.5,2021,0,131.0,44327,https://www.imdb.com/title/tt4995540/reviews/?ref_=tt_ql_2
Meet the Blacks,"Comedy,Horror",4.8,2016,0,94.0,37762,https://www.imdb.com/title/tt4191580/reviews/?ref_=tt_ql_2
Luca,"Adventure,Animation,Comedy",7.4,2021,0,95.0,189023,https://www.imdb.com/title/tt12801262/reviews/?ref_=tt_ql_2
Tiger Zinda Hai,"Action,Adventure,Thriller",5.9,2017,0,161.0,33456,https://www.imdb.com/title/tt5956100/reviews/?ref_=tt_ql_2
Professor Marston & the Wonder Women,"Biography,Drama,History",7.0,2017,0,108.0,28346,https://www.imdb.com/title/tt6133130/reviews/?ref_=tt_ql_2
Ma,"Horror,Mystery,Thriller",5.6,2019,0,99.0,59166,https://www.imdb.com/title/tt7958736/reviews/?ref_=tt_ql_2
Boss Level,"Action,Adventure,Comedy",6.8,2020,0,100.0,78023,https://www.imdb.com/title/tt7638348/reviews/?ref_=tt_ql_2
Cabin Fever,"Horror,Sci-Fi,Thriller",3.7,2016,0,99.0,11005,https://www.imdb.com/title/tt3832096/reviews/?ref_=tt_ql_2
Paddington 2,"Adventure,Comedy,Family",7.8,2017,0,103.0,92288,https://www.imdb.com/title/tt4468740/reviews/?ref_=tt_ql_2
Chhichhore,"Comedy,Drama,Romance",8.3,2019,0,143.0,62518,https://www.imdb.com/title/tt9052870/reviews/?ref_=tt_ql_2
The Last Black Man in San Francisco,Drama,7.3,2019,0,121.0,21677,https://www.imdb.com/title/tt4353250/reviews/?ref_=tt_ql_2
Devotion,"Action,Biography,Drama",6.6,2022,0,139.0,26964,https://www.imdb.com/title/tt7693316/reviews/?ref_=tt_ql_2
The Informer,"Action,Crime,Drama",6.6,2019,0,113.0,41569,https://www.imdb.com/title/tt1833116/reviews/?ref_=tt_ql_2
Beta Test,"Action,Sci-Fi,Thriller",4.7,2016,0,88.0,21819,https://www.imdb.com/title/tt4244162/reviews/?ref_=tt_ql_2
Anna,"Action,Thriller",6.6,2019,0,118.0,91997,
Little Evil,"Comedy,Fantasy,Horror",5.7,2017,0,94.0,23101,https://www.imdb.com/title/tt2937366/reviews/?ref_=tt_ql_2
Run Hide Fight,"Action,Crime,Drama",6.3,2020,0,109.0,26826,https://www.imdb.com/title/tt11456054/reviews/?ref_=tt_ql_2
Ideal Home,"Comedy,Drama",6.4,2018,0,91.0,11536,https://www.imdb.com/title/tt5460880/reviews/?ref_=tt_ql_2
A Silent Voice: The Movie,"Animation,Drama",8.1,2016,0,130.0,98308,https://www.imdb.com/title/tt5323662/reviews/?ref_=tt_ql_2
The Man Who Killed Hitler and Then the Bigfoot,"Adventure,Drama,Sci-Fi",5.7,2018,0,98.0,13607,https://www.imdb.com/title/tt7042862/reviews/?ref_=tt_ql_2
Still: A Michael J. Fox Movie,"Biography,Documentary",8.1,2023,0,95.0,14252,
The Kissing Booth,"Comedy,Romance",5.9,2018,0,105.0,92145,https://www.imdb.com/title/tt3799232/reviews/?ref_=tt_ql_2
Shiddat,Romance,7.6,2021,0,146.0,23793,https://www.imdb.com/title/tt11314148/reviews/?ref_=tt_ql_2
The Unforgivable,"Crime,Drama,Mystery",7.1,2021,0,112.0,117917,https://www.imdb.com/title/tt11233960/reviews/?ref_=tt_ql_2
Kidnap,"Action,Crime,Thriller",5.9,2017,0,95.0,38883,https://www.imdb.com/title/tt1458169/reviews/?ref_=tt_ql_2
Samaritan,"Action,Drama,Fantasy",5.7,2022,0,102.0,54322,https://www.imdb.com/title/tt5500218/reviews/?ref_=tt_ql_2
Red Joan,"Biography,Drama,History",6.4,2018,0,101.0,14275,https://www.imdb.com/title/tt7615302/reviews/?ref_=tt_ql_2
Titane,"Drama,Horror,Sci-Fi",6.5,2021,0,108.0,54788,https://www.imdb.com/title/tt10944760/reviews/?ref_=tt_ql_2
The Vault,"Crime,Horror,Mystery",4.9,2017,0,91.0,13534,https://www.imdb.com/title/tt1785635/reviews/?ref_=tt_ql_2
A Boy Called Christmas,"Adventure,Drama,Family",6.7,2021,0,106.0,27092,https://www.imdb.com/title/tt10187208/reviews/?ref_=tt_ql_2
The Polka King,"Biography,Comedy,Drama",6.0,2017,0,95.0,11828,https://www.imdb.com/title/tt5539052/reviews/?ref_=tt_ql_2
Sherlock Gnomes,"Adventure,Animation,Comedy",5.2,2018,0,86.0,13880,https://www.imdb.com/title/tt2296777/reviews/?ref_=tt_ql_2
Another Round,Drama,7.7,2020,0,117.0,190260,https://www.imdb.com/title/tt10288566/reviews/?ref_=tt_ql_2
Acts of Vengeance,"Action,Drama,Thriller",5.7,2017,0,87.0,13494,https://www.imdb.com/title/tt6288694/reviews/?ref_=tt_ql_2
Why Him?,Comedy,6.2,2016,0,111.0,122568,https://www.imdb.com/title/tt4501244/reviews/?ref_=tt_ql_2
Sisu,"Action,War",6.9,2022,0,91.0,70046,https://www.imdb.com/title/tt14846026/reviews/?ref_=tt_ql_2
