Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Jason Bourne,"Action,Thriller",6.6,2016,0,123.0,240099,https://www.imdb.com/title/tt4196776/reviews/?ref_=tt_ql_2
Fire of Love,"Biography,Documentary",7.6,2022,0,98.0,13935,https://www.imdb.com/title/tt16227014/reviews/?ref_=tt_ql_2
The Silence,"Drama,Horror,Sci-Fi",5.3,2019,0,90.0,50185,https://www.imdb.com/title/tt7315484/reviews/?ref_=tt_ql_2
The Angel,"Action,Biography,Drama",6.7,2018,0,114.0,15375,https://www.imdb.com/title/tt5968274/reviews/?ref_=tt_ql_2
The Eyes of Tammy Faye,"Biography,Drama,Romance",6.6,2021,0,126.0,38365,https://www.imdb.com/title/tt9115530/reviews/?ref_=tt_ql_2
13th,"Crime,Documentary,History",8.2,2016,0,100.0,37407,https://www.imdb.com/title/tt5895028/reviews/?ref_=tt_ql_2
Kodachrome,Drama,6.8,2017,0,105.0,19532,https://www.imdb.com/title/tt1880399/reviews/?ref_=tt_ql_2
The Disaster Artist,"Biography,Comedy,Drama",7.3,2017,0,104.0,162951,https://www.imdb.com/title/tt3521126/reviews/?ref_=tt_ql_2
Desperados,"Comedy,Romance",5.2,2020,0,105.0,11138,https://www.imdb.com/title/tt1545304/reviews/?ref_=tt_ql_2
The Sadness,Horror,6.4,2021,0,99.0,18255,https://www.imdb.com/title/tt13872248/reviews/?ref_=tt_ql_2
Honest Thief,"Action,Thriller",6.0,2020,0,99.0,56963,https://www.imdb.com/title/tt1838556/reviews/?ref_=tt_ql_2
Bandit,"Crime,Drama,Thriller",6.4,2022,0,126.0,12560,https://www.imdb.com/title/tt9853500/reviews/?ref_=tt_ql_2
The Nun,"Horror,Mystery,Thriller",5.3,2018,0,96.0,168153,https://www.imdb.com/title/tt5814060/reviews/?ref_=tt_ql_2
Serenity,"Drama,Mystery,Thriller",5.4,2019,0,106.0,44722,https://www.imdb.com/title/tt6476140/reviews/?ref_=tt_ql_2
The Wolf of Snow Hollow,"Comedy,Horror,Mystery",6.2,2020,0,85.0,24045,https://www.imdb.com/title/tt11140488/reviews/?ref_=tt_ql_2
Little,"Comedy,Fantasy,Romance",5.5,2019,0,109.0,14504,https://www.imdb.com/title/tt3281548/reviews/?ref_=tt_ql_2
"Batman: The Long Halloween, Part One","Action,Animation,Crime",7.2,2021,0,85.0,19578,https://www.imdb.com/title/tt14324650/reviews/?ref_=tt_ql_2
Cam,"Drama,Horror,Mystery",5.9,2018,0,94.0,35707,
Hacksaw Ridge,"Biography,Drama,History",8.1,2016,0,139.0,584184,https://www.imdb.com/title/tt2119532/reviews/?ref_=tt_ql_2
Mirror Game,"Crime,Mystery,Thriller",9.0,2016,0,147.0,29401,https://www.imdb.com/title/tt5354160/reviews/?ref_=tt_ql_2
Before the Flood,"Documentary,News",8.2,2016,0,96.0,28734,https://www.imdb.com/title/tt5929776/reviews/?ref_=tt_ql_2
Palmer,Drama,7.3,2021,0,110.0,42818,https://www.imdb.com/title/tt6857376/reviews/?ref_=tt_ql_2
The Dawn Wall,"Biography,Documentary,Sport",8.1,2017,0,100.0,21082,https://www.imdb.com/title/tt7286916/reviews/?ref_=tt_ql_2
We Can Be Heroes,"Action,Comedy,Drama",4.7,2020,0,100.0,16901,https://www.imdb.com/title/tt10600398/reviews/?ref_=tt_ql_2
Host,"Horror,Mystery",6.5,2020,0,57.0,38566,https://www.imdb.com/title/tt12749596/reviews/?ref_=tt_ql_2
Lights Out,"Horror,Mystery",6.3,2016,0,81.0,140920,https://www.imdb.com/title/tt4786282/reviews/?ref_=tt_ql_2
Ayyappanum Koshiyum,"Action,Drama,Thriller",8.0,2020,0,177.0,10365,https://www.imdb.com/title/tt11322920/reviews/?ref_=tt_ql_2
Jaane Jaan,"Crime,Drama,Mystery",7.0,2023,0,139.0,12898,https://www.imdb.com/title/tt15748830/reviews/?ref_=tt_ql_2
I Still See You,"Fantasy,Horror,Mystery",5.8,2018,0,98.0,11321,https://www.imdb.com/title/tt2160105/reviews/?ref_=tt_ql_2
Resident Evil: Vendetta,"Action,Adventure,Animation",6.2,2017,0,97.0,15294,
Queen & Slim,"Crime,Drama,Romance",7.1,2019,0,132.0,34361,https://www.imdb.com/title/tt8722346/reviews/?ref_=tt_ql_2
Alita: Battle Angel,"Action,Adventure,Sci-Fi",7.3,2019,0,122.0,290565,https://www.imdb.com/title/tt0437086/reviews/?ref_=tt_ql_2
Finch,"Adventure,Drama,Sci-Fi",6.9,2021,0,115.0,95163,
Nowhere,"Drama,Thriller",6.3,2023,0,109.0,32636,https://www.imdb.com/title/tt15789472/reviews/?ref_=tt_ql_2
Shyam Singha Roy,"Drama,Romance",7.6,2021,0,155.0,14976,https://www.imdb.com/title/tt13349716/reviews/?ref_=tt_ql_2
The Siege of Jadotville,"Action,Drama,History",7.2,2016,0,108.0,43847,https://www.imdb.com/title/tt3922798/reviews/?ref_=tt_ql_2
Against the Ice,"Adventure,Drama,History",6.5,2022,0,102.0,27891,https://www.imdb.com/title/tt13873302/reviews/?ref_=tt_ql_2
Cobweb,"Horror,Thriller",6.0,2023,0,88.0,27899,https://www.imdb.com/title/tt9100018/reviews/?ref_=tt_ql_2
Slaughterhouse Rulez,"Action,Comedy,Fantasy",5.3,2018,0,104.0,16178,https://www.imdb.com/title/tt6905696/reviews/?ref_=tt_ql_2
The Burial,Drama,7.1,2023,0,126.0,30281,https://www.imdb.com/title/tt5648882/reviews/?ref_=tt_ql_2
Jug Jugg Jeeyo,"Comedy,Drama,Family",6.1,2022,0,148.0,38843,https://www.imdb.com/title/tt13449624/reviews/?ref_=tt_ql_2
Bad Boys for Life,"Action,Comedy,Crime",6.5,2020,0,124.0,173168,https://www.imdb.com/title/tt1502397/reviews/?ref_=tt_ql_2
Fifty Shades Darker,"Drama,Mystery,Romance",4.6,2017,0,118.0,110134,https://www.imdb.com/title/tt4465564/reviews/?ref_=tt_ql_2
Evil Dead Rise,Horror,6.5,2023,0,96.0,131848,https://www.imdb.com/title/tt13345606/reviews/?ref_=tt_ql_2
Tejas,"Action,Drama,Thriller",4.8,2023,0,112.0,22612,https://www.imdb.com/title/tt6950476/reviews/?ref_=tt_ql_2
Balloon,"Drama,History,Thriller",7.5,2018,0,125.0,13170,https://www.imdb.com/title/tt7125774/reviews/?ref_=tt_ql_2
Bairavaa,"Action,Thriller",5.8,2017,0,169.0,11491,https://www.imdb.com/title/tt6201292/reviews/?ref_=tt_ql_2
Certain Women,Drama,6.4,2016,0,107.0,15225,https://www.imdb.com/title/tt4468634/reviews/?ref_=tt_ql_2
The Open House,"Horror,Thriller",3.3,2018,0,94.0,36812,https://www.imdb.com/title/tt7608028/reviews/?ref_=tt_ql_2
Wine Country,"Adventure,Comedy,Drama",5.5,2019,0,103.0,22763,https://www.imdb.com/title/tt8169446/reviews/?ref_=tt_ql_2
