Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Shirley,"Biography,Drama,Horror",6.1,2020,0,107.0,13099,https://www.imdb.com/title/tt8430598/reviews/?ref_=tt_ql_2
The Shack,"Drama,Fantasy",6.3,2017,0,132.0,38828,https://www.imdb.com/title/tt2872518/reviews/?ref_=tt_ql_2
The Command,"Action,Adventure,Drama",6.6,2018,0,117.0,21177,https://www.imdb.com/title/tt4951982/reviews/?ref_=tt_ql_2
West Side Story,"Crime,Drama,Musical",7.1,2021,0,156.0,94059,https://www.imdb.com/title/tt3581652/reviews/?ref_=tt_ql_2
The Boy and the Heron,"Adventure,Animation,Drama",7.6,2023,0,124.0,40569,https://www.imdb.com/title/tt6587046/reviews/?ref_=tt_ql_2
Sound of Metal,"Drama,Music",7.7,2019,0,120.0,147644,https://www.imdb.com/title/tt5363618/reviews/?ref_=tt_ql_2
Rough Night,Comedy,5.2,2017,0,101.0,55414,https://www.imdb.com/title/tt4799050/reviews/?ref_=tt_ql_2
Justice League,"Action,Adventure,Fantasy",6.1,2017,0,120.0,475542,
The Kid Who Would Be King,"Action,Adventure,Family",6.1,2019,0,120.0,18455,https://www.imdb.com/title/tt6811018/reviews/?ref_=tt_ql_2
Last Flag Flying,"Comedy,Drama,War",6.9,2017,0,125.0,27923,https://www.imdb.com/title/tt6018306/reviews/?ref_=tt_ql_2
Resurrection,"Crime,Drama,Horror",5.9,2022,0,103.0,11411,https://www.imdb.com/title/tt11540726/reviews/?ref_=tt_ql_2
Afterlife of the Party,"Comedy,Drama,Fantasy",5.8,2021,0,109.0,10489,https://www.imdb.com/title/tt11742798/reviews/?ref_=tt_ql_2
The Unknown Girl,"Crime,Drama,Mystery",6.5,2016,0,113.0,10263,https://www.imdb.com/title/tt4630550/reviews/?ref_=tt_ql_2
Run,"Mystery,Thriller",6.7,2020,0,90.0,93919,https://www.imdb.com/title/tt8633478/reviews/?ref_=tt_ql_2
Phantom Thread,"Drama,Romance",7.4,2017,0,130.0,143782,https://www.imdb.com/title/tt5776858/reviews/?ref_=tt_ql_2
"Where'd You Go, Bernadette","Comedy,Crime,Drama",6.5,2019,0,109.0,24443,https://www.imdb.com/title/tt2365580/reviews/?ref_=tt_ql_2
Fan,"Action,Drama,Thriller",6.9,2016,0,138.0,49242,
Occupation,"Action,Drama,Sci-Fi",4.5,2018,0,119.0,17195,https://www.imdb.com/title/tt6774786/reviews/?ref_=tt_ql_2
Pad Man,"Comedy,Drama",7.9,2018,0,140.0,28729,https://www.imdb.com/title/tt7218518/reviews/?ref_=tt_ql_2
Captive State,"Action,Horror,Sci-Fi",6.0,2019,0,109.0,57098,https://www.imdb.com/title/tt5968394/reviews/?ref_=tt_ql_2
Bohemian Rhapsody,"Biography,Drama,Music",7.9,2018,0,134.0,583794,https://www.imdb.com/title/tt1727824/reviews/?ref_=tt_ql_2
Please Stand By,"Comedy,Drama",6.7,2017,0,93.0,15062,https://www.imdb.com/title/tt4652650/reviews/?ref_=tt_ql_2
Liger,"Action,Drama,Romance",2.7,2022,0,140.0,47219,https://www.imdb.com/title/tt4435072/reviews/?ref_=tt_ql_2
Deep Water,"Drama,Mystery,Thriller",5.5,2022,0,115.0,55961,https://www.imdb.com/title/tt2180339/reviews/?ref_=tt_ql_2
Christopher Robin,"Adventure,Comedy,Drama",7.2,2018,0,104.0,83821,https://www.imdb.com/title/tt4575576/reviews/?ref_=tt_ql_2
Badhaai Ho,"Comedy,Drama",7.9,2018,0,124.0,37762,https://www.imdb.com/title/tt7725596/reviews/?ref_=tt_ql_2
Rebel Moon: Part One - A Child of Fire,"Action,Adventure,Drama",5.6,2023,0,133.0,95998,https://www.imdb.com/title/tt14998742/reviews/?ref_=tt_ql_2
