Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes
Overlord,"Action,Horror,Sci-Fi",6.6,2018,0,110.0,105707
The War with Grandpa,"Comedy,Drama,Family",5.6,2020,0,94.0,24547
Robin Hood,"Action,Adventure,Drama",5.3,2018,0,116.0,78881
White Boy Rick,"Crime,Drama",6.5,2018,0,111.0,42008
Miss Sloane,Drama,7.5,2016,0,132.0,81713
The Girl with All the Gifts,"Action,Adventure,Drama",6.6,2016,0,111.0,63916
I Kill Giants,"Drama,Fantasy,Thriller",6.1,2017,0,106.0,32840
Nocturnal Animals,"Drama,Thriller",7.5,2016,0,116.0,301319
Darkest Hour,"Drama,War",7.4,2017,0,125.0,217972
Downhill,"Comedy,Drama",4.9,2020,0,86.0,13675
Ae Dil Hai Mushkil,"Drama,Music,Musical",5.8,2016,0,158.0,25639
Housefull 3,"Action,Comedy,Romance",4.9,2016,0,140.0,10508
This Beautiful Fantastic,"Comedy,Drama,Romance",6.9,2016,0,92.0,13076
Mile 22,"Action,Thriller",6.1,2018,0,94.0,86084
The Distinguished Citizen,"Comedy,Drama",7.5,2016,0,118.0,13218
The Layover,"Comedy,Romance",4.8,2017,0,88.0,16637
Mulan,"Action,Adventure,Drama",5.8,2020,0,115.0,157815
Patriots Day,"Action,Crime,Drama",7.3,2016,0,133.0,111425
The Book of Henry,"Crime,Drama,Thriller",6.6,2017,0,105.0,29245
Christopher Robin,"Adventure,Comedy,Drama",7.2,2018,0,104.0,83821
Aftermath,"Drama,Mystery,Thriller",5.7,2017,0,94.0,26633
Five Nights at Freddy's,"Horror,Mystery,Thriller",5.5,2023,0,109.0,85699
He's All That,"Comedy,Romance",4.4,2021,0,88.0,28204
Pinocchio,"Adventure,Comedy,Drama",5.1,2022,0,105.0,41436
Luckiest Girl Alive,"Drama,Mystery,Thriller",6.4,2022,0,113.0,54916
Can You Ever Forgive Me?,"Biography,Comedy,Crime",7.1,2018,0,106.0,55770
The Guardians,"Action,Adventure,Comedy",4.0,2017,0,89.0,14443
The Catcher Was a Spy,"Biography,Drama,History",6.2,2018,0,94.0,10878
The Resistance Banker,"Biography,Drama,War",6.9,2018,0,123.0,10560
Purple Hearts,"Drama,Music,Romance",6.7,2022,0,122.0,49698
Like Crazy,"Comedy,Drama",7.2,2016,0,116.0,10241
Battle of the Sexes,"Biography,Comedy,Drama",6.7,2017,0,121.0,59371
Storks,"Adventure,Animation,Comedy",6.8,2016,0,87.0,66794
The Unknown Girl,"Crime,Drama,Mystery",6.5,2016,0,113.0,10263
The Fate of the Furious,"Action,Crime,Thriller",6.6,2017,0,136.0,251485
Shot Caller,"Crime,Drama,Thriller",7.3,2017,0,121.0,95365
Spider-Man: Into the Spider-Verse,"Action,Adventure,Animation",8.4,2018,0,117.0,656950
Denial,"Biography,Drama",6.8,2016,0,109.0,23304
It's Only the End of the World,Drama,6.8,2016,0,97.0,25013
Harriet,"Action,Biography,Drama",6.7,2019,0,125.0,30266
Kingsman: The Golden Circle,"Action,Adventure,Comedy",6.7,2017,0,141.0,358463
Bad Moms,Comedy,6.2,2016,0,100.0,133727
Please Stand By,"Comedy,Drama",6.7,2017,0,93.0,15062
Christine,"Biography,Drama",6.9,2016,0,119.0,16735
Fifty Shades of Black,Comedy,3.5,2016,0,92.0,23048
Beirut,"Drama,Thriller",6.5,2018,0,109.0,24416
Lords of Chaos,"Biography,Drama,Horror",6.6,2018,0,118.0,18866
On the Basis of Sex,"Biography,Drama",7.1,2018,0,120.0,37818
Loving,"Biography,Drama,Romance",7.0,2016,0,123.0,36198
Colossal,"Comedy,Drama,Fantasy",6.2,2016,0,109.0,68598
The New Mutants,"Action,Horror,Mystery",5.3,2020,0,94.0,88064
Collateral Beauty,"Drama,Romance",6.8,2016,0,97.0,104477
Loving Pablo,"Biography,Crime,Drama",6.3,2017,0,123.0,22178
The Craft: Legacy,"Drama,Fantasy,Horror",4.6,2020,0,97.0,16188
The Death of Stalin,"Comedy,Drama,History",7.3,2017,0,107.0,111908
In the Tall Grass,"Horror,Mystery,Sci-Fi",5.5,2019,0,101.0,63756
OtherLife,"Crime,Drama,Mystery",6.2,2017,0,96.0,16625
Once Upon a Time in Venice,"Action,Adventure,Comedy",5.3,2017,0,94.0,20796
It Comes at Night,"Drama,Horror,Mystery",6.2,2017,0,91.0,101898
Neruda,"Biography,Crime,Drama",6.8,2016,0,107.0,10981
Hunt for the Wilderpeople,"Adventure,Comedy,Drama",7.8,2016,0,101.0,140305
Bumblebee,"Action,Adventure,Sci-Fi",6.7,2018,0,114.0,186016
The Mermaid,"Comedy,Drama,Fantasy",6.2,2016,0,94.0,10049
Early Man,"Adventure,Animation,Comedy",6.1,2018,0,89.0,23603
6 Days,"Action,Drama,History",6.2,2017,0,94.0,24360
The Young Offenders,"Adventure,Comedy,Crime",7.0,2016,0,83.0,13224
