Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes
Memory,"Action,Crime,Thriller",5.7,2022,0,114.0,34197
The Book of Sun,Comedy,7.9,2020,0,120.0,11180
Pet,"Horror,Thriller",5.7,2016,0,94.0,18666
The Fallout,Drama,7.0,2021,0,96.0,32554
Orphan: First Kill,"Crime,Drama,Horror",5.9,2022,0,99.0,45079
The Creator,"Action,Adventure,Drama",6.8,2023,0,133.0,135254
Prey,"Action,Adventure,Drama",7.1,2022,0,100.0,222499
Heropanti 2,"Action,Comedy,Crime",2.4,2022,0,145.0,27425
Downfall: The Case Against Boeing,Documentary,7.4,2022,0,89.0,13280
The Stranger,"Crime,Drama,Thriller",6.6,2022,0,117.0,25767
Athlete A,"Crime,Documentary,Sport",7.6,2020,0,103.0,12251
Sputnik,"Drama,Horror,Mystery",6.4,2020,0,113.0,26934
Hocus Pocus 2,"Comedy,Family,Fantasy",6.0,2022,0,103.0,52204
Badhaai Do,"Comedy,Crime,Drama",7.0,2022,0,147.0,20908
Ek Villain Returns,"Action,Crime,Romance",4.4,2022,0,129.0,15471
A Whisker Away,"Adventure,Animation,Drama",6.7,2020,0,104.0,13430
Vengeance,"Comedy,Music,Mystery",6.8,2022,0,107.0,36265
David Attenborough: A Life on Our Planet,"Biography,Documentary",8.9,2020,0,83.0,34285
Rurouni Kenshin: Final Chapter Part II - The Beginning,"Action,Adventure,Drama",7.4,2021,0,137.0,10516
Varisu,"Action,Drama",6.0,2023,0,169.0,37898
Violent Night,"Action,Comedy,Thriller",6.7,2022,0,112.0,97145
Watcher,"Drama,Horror,Thriller",6.3,2022,0,96.0,40239
Vikrant Rona,"Action,Crime,Drama",7.0,2022,0,148.0,28599
Rambo: Last Blood,"Action,Crime,Thriller",6.1,2019,0,89.0,108253
Doctor Strange,"Action,Adventure,Fantasy",7.5,2016,0,115.0,795835
The Lost City of Z,"Adventure,Biography,Drama",6.6,2016,0,141.0,98542
First Man,"Biography,Drama,History",7.3,2018,0,141.0,200364
Anything for Jackson,"Horror,Mystery",6.3,2020,0,97.0,10290
Metal Lords,"Comedy,Music",6.7,2022,0,97.0,32269
Whitney Houston: I Wanna Dance with Somebody,"Biography,Drama,Music",6.6,2022,0,144.0,22175
Ghost in the Shell,"Action,Crime,Drama",6.3,2017,0,107.0,226255
65,"Action,Adventure,Drama",5.4,2023,0,93.0,84951
Thirteen Lives,"Action,Adventure,Biography",7.8,2022,0,147.0,66218
Extraction II,"Action,Crime,Thriller",7.0,2023,0,122.0,142232
Beautiful Boy,"Biography,Drama",7.4,2018,0,120.0,95954
Black Box,"Horror,Mystery,Sci-Fi",6.2,2020,0,100.0,16957
Last Man Down,"Action,Sci-Fi",3.5,2021,0,87.0,13936
Drishyam 2,"Crime,Drama,Thriller",8.4,2021,0,152.0,40492
Zack Snyder's Justice League,"Action,Adventure,Fantasy",7.9,2021,0,242.0,433587
Hypnotic,"Mystery,Thriller",5.3,2021,0,88.0,19420
Bulbbul,"Drama,Horror,Mystery",6.5,2020,0,94.0,14124
Sonic the Hedgehog 2,"Action,Adventure,Comedy",6.5,2022,0,122.0,84813
Death Note,"Crime,Drama,Fantasy",4.6,2017,0,101.0,89873
Attack on Titan: Chronicle,"Action,Adventure,Animation",8.4,2020,0,122.0,11792
Sarkaru Vaari Paata,"Action,Drama",5.6,2022,0,162.0,10867
Mahaan,"Action,Drama,Thriller",7.6,2022,0,163.0,17429
Decision to Leave,"Crime,Drama,Mystery",7.3,2022,0,139.0,52979
Hatching,"Drama,Fantasy,Horror",6.2,2022,0,91.0,14538
Emancipation,"Action,Thriller",6.2,2022,0,132.0,26403
Spencer,"Biography,Drama",6.6,2021,0,117.0,75796
Run Rabbit Run,"Horror,Thriller",5.0,2023,0,100.0,10462
Holmes & Watson,"Comedy,Crime,Mystery",3.9,2018,0,90.0,38965
Raat Akeli Hai,"Crime,Drama,Mystery",7.2,2020,0,149.0,19521
Sharper,"Crime,Drama,Thriller",6.7,2023,0,116.0,29167
Songbird,"Drama,Sci-Fi,Thriller",4.8,2020,0,84.0,11488
Bullet Train,"Action,Comedy,Thriller",7.3,2022,0,127.0,410134
Den of Thieves,"Action,Crime,Drama",7.0,2018,0,140.0,122161
Parallel Mothers,Drama,7.1,2021,0,123.0,35094
The Three Musketeers - Part I: D'Artagnan,"Action,Adventure,History",6.7,2023,0,121.0,17302
Malcolm & Marie,"Drama,Romance",6.6,2021,0,106.0,40525
The Hand of God,Drama,7.3,2021,0,130.0,48656
Venom,"Action,Adventure,Sci-Fi",6.6,2018,0,112.0,530842
"Confess, Fletch","Comedy,Crime,Mystery",6.5,2022,0,98.0,18216
Old Henry,"Action,Drama,Western",7.3,2021,0,99.0,34995
London Fields,"Crime,Mystery,Thriller",3.9,2018,0,118.0,12053
Phone Bhoot,"Comedy,Horror",5.2,2022,0,136.0,10841
