Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes
Vampires vs. the Bronx,"Comedy,Horror",5.7,2020,0,85.0,11030
The Kid Detective,"Comedy,Drama,Mystery",7.0,2020,0,100.0,21903
Chhalaang,"Comedy,Drama,Sport",6.7,2020,0,136.0,19797
Kabir Singh,"Action,Drama,Romance",7.0,2019,0,173.0,39594
Jhund,"Biography,Drama,Sport",7.4,2022,0,176.0,25701
Honeyland,"Documentary,Drama",8.0,2019,0,89.0,19191
Goodnight Mommy,"Crime,Drama,Horror",5.7,2022,0,92.0,14215
The Assistant,Drama,6.4,2019,0,87.0,25723
Dual,"Comedy,Drama,Sci-Fi",5.8,2022,0,94.0,11873
2018,"Action,Drama,Thriller",8.4,2023,0,150.0,11263
Synchronic,"Drama,Horror,Mystery",6.2,2019,0,102.0,39474
Unplanned,"Biography,Drama",5.5,2019,0,109.0,14632
Girl on the Third Floor,"Drama,Horror,Mystery",4.7,2019,0,93.0,11087
Eternals,"Action,Adventure,Fantasy",6.3,2021,0,156.0,380008
Living,Drama,7.2,2022,0,102.0,31250
Chhichhore,"Comedy,Drama,Romance",8.3,2019,0,143.0,62518
Queenpins,"Comedy,Crime",6.4,2021,0,110.0,21153
Doctor G,"Comedy,Drama",6.6,2022,0,124.0,18295
An American Pickle,"Comedy,Fantasy",5.7,2020,0,88.0,26224
Dark Waters,"Biography,Drama,History",7.6,2019,0,126.0,99388
The People We Hate at the Wedding,Comedy,5.8,2022,0,99.0,10654
Relic,"Drama,Horror,Mystery",6.0,2020,0,89.0,29734
Irresistible,"Comedy,Drama",6.3,2020,0,101.0,23230
Gretel & Hansel,"Fantasy,Horror,Mystery",5.5,2020,0,87.0,33645
The Rescue,"Action,Documentary,Mystery",8.3,2021,0,107.0,19975
Sharmaji Namkeen,"Comedy,Drama,Family",7.5,2022,0,119.0,11154
Cobweb,"Horror,Thriller",6.0,2023,0,88.0,27899
The Lost Daughter,Drama,6.7,2021,0,121.0,73852
Wrong Turn,"Horror,Thriller",5.5,2021,0,109.0,35810
Black Panther: Wakanda Forever,"Action,Adventure,Drama",6.7,2022,0,161.0,298775
The Eyes of Tammy Faye,"Biography,Drama,Romance",6.6,2021,0,126.0,38365
Champion,"Biography,Drama,Romance",8.2,2018,0,130.0,13118
Cherry,"Biography,Crime,Drama",6.6,2021,0,142.0,36680
Playing with Fire,"Comedy,Family",5.1,2019,0,96.0,16031
Arkansas,"Action,Crime,Mystery",6.0,2020,0,117.0,14654
Misbehaviour,"Comedy,Drama,History",6.3,2020,0,106.0,10364
The Bombardment,"Drama,History,War",7.3,2021,0,107.0,16285
La belle époque,"Comedy,Drama,Fantasy",7.4,2019,0,115.0,19236
Brahms: The Boy II,"Drama,Horror,Mystery",4.7,2020,0,86.0,20254
Minamata,Drama,7.2,2020,0,115.0,22662
Vikram,"Action,Crime,Thriller",8.3,2022,0,175.0,73188
"Are You There God? It's Me, Margaret.","Comedy,Drama,Family",7.4,2023,0,106.0,23832
Cuties,Drama,3.6,2020,0,96.0,32500
Three Thousand Years of Longing,"Drama,Fantasy,Romance",6.7,2022,0,108.0,58577
Stowaway,"Adventure,Sci-Fi,Thriller",5.7,2021,0,116.0,51782
Emma.,"Comedy,Drama,Romance",6.7,2020,0,124.0,61452
Meg 2: The Trench,"Action,Adventure,Horror",5.0,2023,0,116.0,73477
First Cow,"Drama,Western",7.1,2019,0,122.0,21528
The Green Knight,"Adventure,Drama,Fantasy",6.6,2021,0,130.0,115075
El Camino: A Breaking Bad Movie,"Action,Crime,Drama",7.3,2019,0,122.0,286401
Last Looks,"Action,Comedy,Mystery",5.8,2021,0,110.0,11449
Dream Girl,"Comedy,Romance",7.0,2019,0,132.0,16325
Mission Mangal,"Drama,History",6.5,2019,0,130.0,17454
Mosul,"Action,Drama,Thriller",7.1,2019,0,86.0,30050
Tall Girl,"Comedy,Drama,Family",5.2,2019,0,101.0,26487
Bigil,"Action,Drama,Sport",6.7,2019,0,179.0,24053
Rocketry: The Nambi Effect,"Biography,Drama",8.7,2022,0,157.0,57920
Prey for the Devil,"Horror,Mystery,Thriller",5.3,2022,0,93.0,17050
The Sea Beast,"Adventure,Animation,Comedy",7.0,2022,0,115.0,56947
Werewolves Within,"Comedy,Horror,Mystery",6.0,2021,0,97.0,24520
The Wonder,"Drama,Mystery,Thriller",6.6,2022,0,108.0,43073
The High Note,"Drama,Music,Romance",6.4,2020,0,113.0,13241
Let Him Go,"Crime,Drama,Thriller",6.7,2020,0,113.0,34544
The Occupant,"Drama,Thriller",6.4,2020,0,103.0,19597
Candyman,"Horror,Thriller",5.9,2021,0,91.0,74825
American Factory,Documentary,7.4,2019,0,110.0,23606
