Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes
The Addams Family,"Animation,Comedy,Family",5.8,2019,0,86.0,44462
Fire of Love,"Biography,Documentary",7.6,2022,0,98.0,13935
Something from Tiffany's,"Comedy,Family,Romance",6.2,2022,0,87.0,10261
Society of the Snow,"Adventure,Drama,History",7.9,2023,0,144.0,88844
Magic Mike's Last Dance,"Comedy,Drama",5.2,2023,0,112.0,15837
Independence Day: Resurgence,"Action,Adventure,Sci-Fi",5.2,2016,0,120.0,187571
Avatar: The Way of Water,"Action,Adventure,Fantasy",7.6,2022,0,192.0,482485
When Evil Lurks,Horror,7.0,2023,0,99.0,24595
Fair Play,"Drama,Mystery,Thriller",6.4,2023,0,113.0,34354
Bloodshot,"Action,Adventure,Sci-Fi",5.7,2020,0,109.0,83703
Tallulah,"Comedy,Drama,Romance",6.7,2016,0,111.0,21346
Air,"Drama,Sport",7.4,2023,0,111.0,161596
Suzume,"Action,Adventure,Animation",7.7,2022,0,122.0,34152
The Family Plan,"Action,Comedy",6.3,2023,0,118.0,34193
The Strays,"Drama,Horror,Mystery",4.8,2023,0,100.0,11468
Fisherman's Friends,"Comedy,Drama,Music",7.0,2019,0,112.0,11193
The Dark Tower,"Action,Adventure,Fantasy",5.6,2017,0,95.0,144906
The Gray Man,"Action,Thriller",6.5,2022,0,122.0,233337
Goodbye Christopher Robin,"Biography,Drama,Family",7.1,2017,0,107.0,29588
Blonde,"Drama,History",5.5,2022,0,167.0,70786
Their Finest,"Comedy,Drama,Romance",6.8,2016,0,117.0,21125
All Eyez on Me,"Biography,Drama,Music",5.9,2017,0,139.0,24567
On Chesil Beach,"Drama,Music,Romance",6.3,2017,0,110.0,12252
The Silence of Swastika,"Documentary,History",9.3,2021,0,56.0,10497
Ready Player One,"Action,Adventure,Sci-Fi",7.4,2018,0,140.0,476518
Trolls,"Adventure,Animation,Comedy",6.4,2016,0,92.0,90813
Kill Boksoon,"Action,Thriller",6.6,2023,0,137.0,11837
Before I Fall,"Drama,Fantasy,Mystery",6.4,2017,0,98.0,56316
Haunted Mansion,"Comedy,Drama,Family",6.0,2023,0,123.0,40744
Sausage Party,"Adventure,Animation,Comedy",6.1,2016,0,89.0,208324
Anatomy of a Fall,"Crime,Drama,Thriller",7.8,2023,0,151.0,57713
The Equalizer 3,"Action,Crime,Thriller",6.8,2023,0,109.0,97694
Genius,"Biography,Drama",6.5,2016,0,104.0,21155
Navalny,"Biography,Documentary",7.7,2022,0,99.0,26624
Weird: The Al Yankovic Story,"Comedy,Crime,Music",6.9,2022,0,108.0,37154
Office Christmas Party,Comedy,5.9,2016,0,105.0,87808
Message from the King,"Action,Crime,Drama",6.4,2016,0,102.0,17813
Triple 9,"Action,Crime,Drama",6.3,2016,0,115.0,76415
A Family Man,Drama,6.5,2016,0,108.0,13433
A Christmas Story Christmas,"Comedy,Family",6.7,2022,0,98.0,18497
Beyond Skyline,"Action,Adventure,Horror",5.3,2017,0,106.0,23275
Bohemian Rhapsody,"Biography,Drama,Music",7.9,2018,0,134.0,583794
The Zookeeper's Wife,"Biography,Drama,History",7.0,2017,0,127.0,46099
Unlocked,"Action,Thriller",6.3,2017,0,98.0,38326
Saltburn,"Comedy,Drama,Thriller",7.1,2023,0,131.0,160941
Top Gun: Maverick,"Action,Drama",8.3,2022,0,130.0,671835
Bottoms,Comedy,6.8,2023,0,91.0,32871
A Dog's Purpose,"Adventure,Comedy,Drama",7.2,2017,0,100.0,78215
The Prototype,"Action,Sci-Fi,Thriller",2.3,2022,0,97.0,41501
The Snowman,"Crime,Drama,Mystery",5.2,2017,0,119.0,71032
Daman,"Adventure,Drama",8.8,2022,0,121.0,13543
Scream VI,"Horror,Mystery,Thriller",6.5,2023,0,122.0,115770
Seberg,"Biography,Drama,Thriller",6.0,2019,0,102.0,10199
Wilson,"Comedy,Drama",5.8,2017,0,94.0,10985
Hands of Stone,"Biography,Drama,Sport",6.6,2016,0,111.0,17448
The Vault,"Crime,Horror,Mystery",4.9,2017,0,91.0,13534
Pirates of the Caribbean: Dead Men Tell No Tales,"Action,Adventure,Fantasy",6.5,2017,0,129.0,340687
Bad Santa 2,"Comedy,Crime,Drama",5.6,2016,0,92.0,28396
Firestarter,"Drama,Horror,Sci-Fi",4.6,2022,0,94.0,21096
Gold,"Biography,Crime,Drama",6.7,2016,0,120.0,68620
Gotti,"Biography,Crime,Drama",4.8,2018,0,112.0,16911
Golmaal Again,"Action,Comedy,Fantasy",5.0,2017,0,140.0,10423
Blood & Gold,"Action,Drama,War",6.5,2023,0,98.0,16356
80 for Brady,"Biography,Comedy,Drama",5.8,2023,0,98.0,10879
Black Panther,"Action,Adventure,Sci-Fi",7.3,2018,0,134.0,829225
The Informer,"Action,Crime,Drama",6.6,2019,0,113.0,41569
